sku,product_name,brand,category1,category2,category3
P000000904,Skimmed Hi-Calcium Milk Drink 946mL,Nestle Dairy Farm,Dairy / Soy products / Eggs,Milk / Milk drinks,Chilled fresh milk/milk drinks
P000000905,Skimmed Hi-Calcium Milk Drink 236mL,Nestle Dairy Farm,Dairy / Soy products / Eggs,Milk / Milk drinks,Chilled fresh milk/milk drinks
P000000888,Hi-Calcium Low Fat Milk Drink 946mL,Nestle Dairy Farm,Dairy / Soy products / Eggs,Milk / Milk drinks,Chilled fresh milk/milk drinks
P000000632,Hi-Calcium Low Fat Milk Drink 236mL,Nestle Dairy Farm,Dairy / Soy products / Eggs,Milk / Milk drinks,Chilled fresh milk/milk drinks
P000000640,Fresh Milk 946mL,Nestle Dairy Farm,Dairy / Soy products / Eggs,Milk / Milk drinks,Chilled fresh milk/milk drinks
P000000167,Fresh Milk 236mL,Nestle Dairy Farm,Dairy / Soy products / Eggs,Milk / Milk drinks,Chilled fresh milk/milk drinks
P000002432,PureFarm - Original Milk Beverage 225mL x 6,Dutch Lady,Dairy / Soy products / Eggs,Milk / Milk drinks,UHT milk/milk drinks
P000001539,Hamburger Buns 4pcs,Garden,Bakery / Cereals / Spreads,Breads,Bread rolls
P000001537,Cream Bun - Vanilla Flavour 1pc,Garden,Bakery / Cereals / Spreads,Breads,Bread rolls
P000000810,Cream Bun - Peanut Flavour 1pc,Garden,Bakery / Cereals / Spreads,Breads,Bread rolls
P000003700,Sandwich Bread 8 slices,Meadows,Bakery / Cereals / Spreads,Breads,Bread loaf
P000003844,Crustless Sandwich Bread 6 PC,Meadows,Bakery / Cereals / Spreads,Breads,Bread loaf
P000000034,Wheat Sandwich Bread 8 slices,Garden,Bakery / Cereals / Spreads,Breads,Bread loaf
P000003845,Crustless Wheat Sandwich Bread 6 PC,Meadows,Bakery / Cereals / Spreads,Breads,Bread loaf
P000003482,Hot Dog Buns 4pcs,Garden,Bakery / Cereals / Spreads,Breads,Bread rolls
P000000989,Milk Bar Bun 210g,Garden,Bakery / Cereals / Spreads,Breads,Bread rolls
P000000808,Instant Oatmeal - Bag 800g,Quaker,Bakery / Cereals / Spreads,Breakfast cereals,Instant oatmeals
P000003850,Instant Oatmeal 800 GM,Meadows,Bakery / Cereals / Spreads,Breakfast cereals,Instant oatmeals
P000004190,INSTANT OATMEAL 200 GM,Meadows,Bakery / Cereals / Spreads,Breakfast cereals,Instant oatmeals
P000001231,Instant Oatmeal - Original 210g (42g x 5),Quaker,Bakery / Cereals / Spreads,Breakfast cereals,Instant oatmeal in sachets
P000000860,Instant Oatmeal - Corn Flavour 175g (35g x 5),Quaker,Bakery / Cereals / Spreads,Breakfast cereals,Instant oatmeal in sachets
P000001538,English Muffins 4pcs,Garden,Bakery / Cereals / Spreads,Breads,Other bread
P000001533,French Croissants 4pcs,Garden,Bakery / Cereals / Spreads,Breads,Pastry
P000000035,Raisin Bun 4pcs,Garden,Bakery / Cereals / Spreads,Breads,Bread rolls
P000001338,Thick Toast Sandwich Bread 6 slices,Garden,Bakery / Cereals / Spreads,Breads,Bread loaf
P000000135,Pound Cake - All Butter All Purpose 300g,Sara Lee,Bakery / Cereals / Spreads,Cakes,Frozen cakes
P000001706,Choco Pie (Chocolate Pie) - Strawberry Flavour 300g,EDO Pack,Bakery / Cereals / Spreads,Cakes,Chocolate pies / Chocolate cakes
P000000643,Mini Swiss Roll - Lemon 56g,Garden,Bakery / Cereals / Spreads,Cakes,Swiss rolls
P000003270,Mini Swiss Roll - Chocolate 56g,Garden,Bakery / Cereals / Spreads,Cakes,Swiss rolls
P000000038,Chiffon Cake - Chocolate Flavour 60g,Garden,Bakery / Cereals / Spreads,Cakes,Chiffon cakes
P000002937,Super Soft Cake - Vanilla Flavor 8pcs,Garden,Bakery / Cereals / Spreads,Cakes,Sponge cakes
P000000190,Marbo Cake - Cherry & Raisin 75g,Garden,Bakery / Cereals / Spreads,Cakes,Sponge cakes
P000001370,Pound Cake - Chocolate Swirl 300g,Sara Lee,Bakery / Cereals / Spreads,Cakes,Frozen cakes
P000000642,Sandwich Bread 8 slices,Garden,Bakery / Cereals / Spreads,Breads,Bread loaf
P000000811,Life Bread 14 slices,Garden,Bakery / Cereals / Spreads,Breads,Bread loaf
P000000836,Life Bread - Honey & Egg 14 slices,Garden,Bakery / Cereals / Spreads,Breads,Bread loaf
P000000193,Life Bread - Contains Protein 14 slices,Garden,Bakery / Cereals / Spreads,Breads,Bread loaf
P000001392,Giant Sandwich Bread 18 slices,Garden,Bakery / Cereals / Spreads,Breads,Bread loaf
P000000033,Crustless Wheat Sandwich Bread 6 slices,Garden,Bakery / Cereals / Spreads,Breads,Bread loaf
P000000229,Crustless Sandwich Bread 6 slices,Garden,Bakery / Cereals / Spreads,Breads,Bread loaf
P000000192,Better Sandwich Bread - Wholewheat 6 slices,Garden,Bakery / Cereals / Spreads,Breads,Bread loaf
P000001587,Better Sandwich Bread - Milk 6 slices,Garden,Bakery / Cereals / Spreads,Breads,Bread loaf
P000000212,Tuna Salad - Green Label 95g,B&F,Bakery / Cereals / Spreads,Spreads,Tuna spreads
P000000076,Instant Oatmeal - Tin 800g,Quaker,Bakery / Cereals / Spreads,Breakfast cereals,Instant oatmeals
P000004177,XTRA CREAMY PEANUT BUTTER 510GM,Meadows,Bakery / Cereals / Spreads,Spreads,Peanut butter
P000003682,Peanut Butter - Xtra Creamy 340g,Meadows,Bakery / Cereals / Spreads,Spreads,Peanut butter
P000003681,Peanut Butter - Xtra Chunky 340g,Meadows,Bakery / Cereals / Spreads,Spreads,Peanut butter
P000003058,Peanut Butter - Creamy 454g,Jif,Bakery / Cereals / Spreads,Spreads,Peanut butter
P000001467,Peanut Butter (Without Added Sugar) - Crunchy 510g,Fifty 50,Bakery / Cereals / Spreads,Spreads,Peanut butter
P000000927,Wheat Cereal Original 430g,Weetabix,Bakery / Cereals / Spreads,Breakfast cereals,Corn flakes / Cereals / Muesli
P000003314,Milo Breakfast Cereal - Chocolate and Malt Flavoured Wheat Balls 330g,Nestle,Bakery / Cereals / Spreads,Breakfast cereals,Corn flakes / Cereals / Muesli
P000001362,Peanut Butter (Without Added Sugar) - Creamy 510g,Fifty 50,Bakery / Cereals / Spreads,Spreads,Peanut butter
P000004178,XTRA Crunchy Peanut Butter 510 gm,Meadows,Bakery / Cereals / Spreads,Spreads,Peanut butter
P000003523,Tuna Spread 160g,Ayam Brand,Bakery / Cereals / Spreads,Spreads,Tuna spreads
P000001302,Deluxe Spread - Wild Blueberry 284g,St Dalfour France,Bakery / Cereals / Spreads,Spreads,Fruit jams / Fruit preserves
P000001301,Preserves - Strawberry 340g,Smucker's,Bakery / Cereals / Spreads,Spreads,Fruit jams / Fruit preserves
P000002397,Preserves - Blueberry 340g,Smucker's,Bakery / Cereals / Spreads,Spreads,Fruit jams / Fruit preserves
P000003855,Strawberry Jam 370 GM,Meadows,Bakery / Cereals / Spreads,Spreads,Fruit jams / Fruit preserves
P000003680,Jam - Apricot 370g,Meadows,Bakery / Cereals / Spreads,Spreads,Fruit jams / Fruit preserves
P000003853,Blueberry Jam 370 GM,Meadows,Bakery / Cereals / Spreads,Spreads,Fruit jams / Fruit preserves
P000001399,Preserves - Apricot 370g,Bonne Maman,Bakery / Cereals / Spreads,Spreads,Fruit jams / Fruit preserves
P000000834,Milo Breakfast Cereal - Chocolate and Malt Flavoured Wheat Balls 170g,Nestle,Bakery / Cereals / Spreads,Breakfast cereals,Corn flakes / Cereals / Muesli
P000003491,Koko Krunch 330g,Nestle,Bakery / Cereals / Spreads,Breakfast cereals,Corn flakes / Cereals / Muesli
P000002867,Swiss Style Muesli - No Added Sugar 560g,Alpen,Bakery / Cereals / Spreads,Breakfast cereals,Corn flakes / Cereals / Muesli
P000002709,Whole Rolled Oats 200g,Quaker,Bakery / Cereals / Spreads,Breakfast cereals,Rolled oats
P000002564,Whole Rolled Oats (Quick Cooking) 800g,Quaker,Bakery / Cereals / Spreads,Breakfast cereals,Rolled oats
P000003846,Whole Rolled Oats 800 GM,Meadows,Bakery / Cereals / Spreads,Breakfast cereals,Rolled oats
P000000657,Quick Cooking Oatmeal - Tin 800g,Quaker,Bakery / Cereals / Spreads,Breakfast cereals,Quick cooking oatmeals
P000000077,Quick Cooking Oatmeal - Bag 800g,Quaker,Bakery / Cereals / Spreads,Breakfast cereals,Quick cooking oatmeals
P000004066,Quick Cook Oatmeal 800 GM,Meadows,Bakery / Cereals / Spreads,Breakfast cereals,Quick cooking oatmeals
P000001462,Classic Corn Flakes 340g,Kellogg's,Bakery / Cereals / Spreads,Breakfast cereals,Corn flakes / Cereals / Muesli
P000000812,Koko Krunch 170g,Nestle,Bakery / Cereals / Spreads,Breakfast cereals,Corn flakes / Cereals / Muesli
P000000809,Honey Stars 150g,Nestle,Bakery / Cereals / Spreads,Breakfast cereals,Corn flakes / Cereals / Muesli
P000001619,Special K 370g,Kellogg's,Bakery / Cereals / Spreads,Breakfast cereals,Corn flakes / Cereals / Muesli
P000000863,Special K 205g,Kellogg's,Bakery / Cereals / Spreads,Breakfast cereals,Corn flakes / Cereals / Muesli
P000000057,Frosties 250g,Kellogg's,Bakery / Cereals / Spreads,Breakfast cereals,Corn flakes / Cereals / Muesli
P000001655,Extra Mueslix - Raisin & Almond Crunch 375g,Kellogg's,Bakery / Cereals / Spreads,Breakfast cereals,Corn flakes / Cereals / Muesli
P000000835,Coco Pops 190g,Kellogg's,Bakery / Cereals / Spreads,Breakfast cereals,Corn flakes / Cereals / Muesli
P000000807,Classic Corn Flakes 170g,Kellogg's,Bakery / Cereals / Spreads,Breakfast cereals,Corn flakes / Cereals / Muesli
P000001222,Drumstick - Mango Madness - Mango Ice Cream Cone 125mL x 4,Nestle,Dairy / Soy products / Eggs,Frozen confections,Ice cream bars / Ice sticks / Ice cream cones
P000001015,Processed Cheese Slices - Burger with Cheddar 20 slices 400g,President,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000001084,Processed Cheese Slices - Burger with Cheddar 10 slices 200g,President,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000003542,High Calcium Sandwich Slices 12 slices 200g,Pauls,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000003699,Reduced Fat Hi-Calcium Cheese Single Slices  12 slices 240g,Meadows,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000004204,RED LEICESTER CHEESE 200 GM,Meadows,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000004203,MILD WHITE CHEDDAR 200 GM,Meadows,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000004206,YORKS WENSLEYDALE CHEESE 200 GM,Meadows,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000001130,Processed Cheese Slices - Light 10 slices 200g,President,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000001931,Cheese Spread 8 cubes 128g,The Laughing Cow,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese spreads / Cheese snacks
P000000646,Belcube Cheese Spread - Plain (Blue Package) 24 cubes 125g,The Laughing Cow,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese spreads / Cheese snacks
P000001105,Belcube Cheese Spread - Plain (Blue Package) 15 cubes 78g,The Laughing Cow,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese spreads / Cheese snacks
P000002523,Soft Cream Cheese - Original 250g,Philadelphia,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese spreads / Cheese snacks
P000001347,Cream Cheese (Block) - Original 250g,Philadelphia,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese spreads / Cheese snacks
P000001095,Processed Cheese Slices - Toast with Emmental 10 slices 200g,President,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000001085,Processed Cheese Slices - Special Pizza Mozzarella 12 slices 200g,President,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000001016,Processed Cheese Slices - Sandwich with Cheddar 10 slices 200g,President,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000004202,MILD COLOUR CHEDDAR 200 GM,Meadows,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000004207,MATURE WHITE CHEDDAR 200 GM,Meadows,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000000213,Processed Cheese Rich in Calcium - Trim 12 slices 250g,Chesdale,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000002621,Processed Cheese Rich in Calcium - Cheddar 24 slices 500g,Chesdale,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000000729,Processed Cheese Rich in Calcium - Cheddar 12 slices 250g,Chesdale,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000003539,Danish Brie Cheese 125g,Castello,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000000056,Cheese - High Calcium - Reduced Fat 12 slices 250g,Anlene,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000001088,Processed Cheese Rich in Calcium - Trim 24 slices 500g,Chesdale,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000004200,MATURE COLOR CHEDDAR 200 GM,Meadows,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000003921,Hi-Calcium Cheese Slices 240 GM,Meadows,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000004201,DOUBLE GLOUCESTER CHEESE 200 GM,Meadows,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000003537,Aged Cheddar - Vintage (Sharp & Crumbly 24 months) 250g,Mainland,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000001089,Singles - Hi-Calcium Processed Cheese - Regular 24 slices 500g,Kraft,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000000025,Singles - Hi-Calcium Processed Cheese - Regular 12 slices 250g,Kraft,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000000645,Singles - Hi-Calcium Processed Cheese - 25% Less Fat 12 slices 250g,Kraft,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000003536,Mozzarella Natural Shredded Cheese (Originale) 170g,Galbani,Dairy / Soy products / Eggs,Cheese / Yoghurt products,Cheese slices / Shredded cheese / Hard cheese
P000003889,Cookies & Cream Ice Cream 1 LT,Meadows,Dairy / Soy products / Eggs,Frozen confections,Ice cream
P000003890,Chocolate Ice Cream 1 LT,Meadows,Dairy / Soy products / Eggs,Frozen confections,Ice cream
P000004432,CHOC COOKIES & MINT ICE CREAM 1 LT,Meadows,Dairy / Soy products / Eggs,Frozen confections,Ice cream
P000003888,Vanilla Ice Cream 1 LT,Meadows,Dairy / Soy products / Eggs,Frozen confections,Ice cream
P000001160,Family Pack - Vanilla Ice Cream (473mL) 392g,Haagen-Dazs,Dairy / Soy products / Eggs,Frozen confections,Ice cream
P000003366,Family Pack - Strawberries & Cream Ice Cream (473mL) 392g,Haagen-Dazs,Dairy / Soy products / Eggs,Frozen confections,Ice cream
P000001272,Mini Classics Ice Cream 75mL x 6 cups,Haagen-Dazs,Dairy / Soy products / Eggs,Frozen confections,Ice cream
